id	pass	pass_theme	name	problem	mechanism	donor	why_missed	benefit	friction	machine_cost	risks	test	related	related_ids	novelty	verdict
L235	19	Visual-art donor	Paired taste tasks	[pass] taste and looking are untrained	which of two is better and why	comparative judgement	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	[pass] rights and subjectivity	[pass] blind-pair accuracy	[computed] Taste + mechanism; Beauty in mathematics	L457 O5710	KNOWN	S
L236	19	Visual-art donor	Looking protocols	[pass] taste and looking are untrained	structured looking at masterworks	Visual Thinking Strategies	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	[pass] rights and subjectivity	[pass] blind-pair accuracy	[computed] Street-object looking; Forced slow looking	O4204 O4218	KNOWN	S
L237	19	Visual-art donor	Alter one thing	[pass] taste and looking are untrained	which change breaks the composition?	ablation in design critique	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	[pass] rights and subjectivity	[pass] blind-pair accuracy	[computed] Alter-one-thing art pairs; Boss world with a decision	O5706 O6106	KNOWN	S
L238	19	Visual-art donor	Interleaved styles	[pass] taste and looking are untrained	style discrimination by interleaving	Kornell & Bjork 2008	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	[pass] rights and subjectivity	[pass] blind-pair accuracy	[computed] Interleaved style discrimination; Learning-style profile	O5707 O5913	KNOWN	S
L239	19	Visual-art donor	Draw to see	[pass] taste and looking are untrained	draw the thing to notice its structure	drawing effect	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	[pass] rights and subjectivity	[pass] blind-pair accuracy	[computed] Sketch it; Tension curves	L063 L256	KNOWN	S
L240	19	Visual-art donor	Art as evidence	[pass] taste and looking are untrained	a painting as a historical source	art as historical evidence	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	[pass] rights and subjectivity	[pass] blind-pair accuracy	[computed] Evidence ledger; Art and science pairing	L484 O5007	KNOWN	S
L241	19	Visual-art donor	Calibrated beauty ratings	[pass] taste and looking are untrained	beauty ratings with confidence scored against panel agreement	comparative judgement with calibration	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	[pass] rights and subjectivity	[pass] blind-pair accuracy	[computed] Proper scoring rule; Truthful difficulty reports	L287 L297	KNOWN	S
L242	19	Visual-art donor	Copy then vary	[pass] taste and looking are untrained	reproduce a structure, then vary one element	atelier method	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	[pass] rights and subjectivity	[pass] blind-pair accuracy	[computed] Imitate-then-vary drills; Silence as structure	O5717 L259	KNOWN	S
L243	19	Visual-art donor	Virtual museum walk	[pass] taste and looking are untrained	a virtual walk through museum rooms	virtual museum tours	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	rejected: rights problem	[pass] blind-pair accuracy	[computed] Walk-through models; Place from primary maps	L266 O4217	KNOWN	R:COPY
L244	19	Visual-art donor	Constraints as design lessons	[pass] taste and looking are untrained	design lessons from constraints (budget, material, site)	design education	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	[pass] rights and subjectivity	[pass] blind-pair accuracy	[computed] Light and material; Minutes as currency	L273 L281	KNOWN	S
L245	19	Visual-art donor	Ekphrasis	[pass] taste and looking are untrained	write a description of an artwork	ekphrasis	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	rejected: open-ended thinking tax	[pass] blind-pair accuracy	[computed] Stakes writer; Dictation	L503 L258	KNOWN	R:TAX
L246	19	Visual-art donor	Composition overlays	[pass] taste and looking are untrained	grid and line overlays revealing composition	composition analysis	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	[pass] rights and subjectivity	[pass] blind-pair accuracy	[computed] AR loops; Stakes writer	L430 L503	KNOWN	S
L247	19	Visual-art donor	Public-domain art library	[pass] taste and looking are untrained	with provenance	open-access museum collections	[pass] art taught as appreciation of names	[pass] trained perception with stated criteria	M	M	[pass] rights and subjectivity	[pass] blind-pair accuracy	[computed] Public-domain library build; Public-domain recordings	O5720 L253	KNOWN	S
L248	20	Music donor	Predict the next note	[pass] listening is passive	musical expectation	Huron's ITPRA theory	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	[pass] rights of recordings	[pass] prediction items on public-domain pieces	[computed] History + prediction; Music expectation pairs	L466 O5711	KNOWN	S
L249	20	Music donor	Same melody, other harmony	[pass] listening is passive	contrast pairs	reharmonisation exercises	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	[pass] rights of recordings	[pass] prediction items on public-domain pieces	[computed] Same data, two charts; Data-ink pairs	O4807 O5704	KNOWN	S
L250	20	Music donor	Rhythm as a loop	[pass] listening is passive	teach rhythm as a feedback loop	none found	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	rejected: decoration or gamification	[pass] prediction items on public-domain pieces	[computed] Observation quest; Haptic confidence	L058 L425	UNCLEAR	R:SLOP
L251	20	Music donor	Form as argument	[pass] listening is passive	sonata form as a structure of claims	musical form analysis	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	[pass] rights of recordings	[pass] prediction items on public-domain pieces	[computed] Mystery structure; Draw to see	L222 L239	KNOWN	S
L252	20	Music donor	Cochlea link	[pass] listening is passive	pitch place code bridges to CNS	psychoacoustics	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	[pass] rights of recordings	[pass] prediction items on public-domain pieces	[computed] Separation of powers; Belief version control	L395 L357	KNOWN	S
L253	20	Music donor	Public-domain recordings	[pass] listening is passive	bundle public-domain recordings with provenance	public-domain audio archives	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	[pass] rights of recordings	[pass] prediction items on public-domain pieces	[computed] Public-domain library build; Public-domain art library	O5720 L247	KNOWN	S
L254	20	Music donor	Motif tracking	[pass] listening is passive	follow a motif through a piece with fixed-option checkpoints	motivic analysis	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	[pass] rights of recordings	[pass] prediction items on public-domain pieces	[computed] Dark-matter interviews; Lens toggle	O5215 O5501	KNOWN	S
L255	20	Music donor	Performer comparison	[pass] listening is passive	compare two performers of the same piece	comparative listening	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	rejected: rights problem	[pass] prediction items on public-domain pieces	[computed] Same data, two charts; Same-shape detector	O4807 L019	KNOWN	R:COPY
L256	20	Music donor	Tension curves	[pass] listening is passive	draw the tension of a passage	musical tension research	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	[pass] rights of recordings	[pass] prediction items on public-domain pieces	[computed] Sketch it; Draw to see	L063 L239	KNOWN	S
L257	20	Music donor	Music institutions	[pass] listening is passive	patronage as incentive design	sociology of music	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	[pass] rights of recordings	[pass] prediction items on public-domain pieces	[computed] Institutions as solutions; Gift economies	L376 L373	KNOWN	S
L258	20	Music donor	Dictation	[pass] listening is passive	write down heard melodies	ear training	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	rejected: cost exceeds value	[pass] prediction items on public-domain pieces	[computed] Ekphrasis; Stakes writer	L245 L503	KNOWN	R:COST
L259	20	Music donor	Silence as structure	[pass] listening is passive	teach silence as a structural element	music theory	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	rejected: decoration or gamification	[pass] prediction items on public-domain pieces	[computed] Copy then vary; The app as architecture	L242 L269	KNOWN	R:SLOP
L260	20	Music donor	Consonance physics	[pass] listening is passive	frequency ratios model	physics of consonance (Helmholtz)	[pass] music taught as history or theory lists	[pass] active, structural listening	M	M	[pass] rights of recordings	[pass] prediction items on public-domain pieces	[computed] Co-op; Personal physics dashboard	L219 O5916	KNOWN	S
L261	21	Architecture donor	Plans as arguments	[pass] design reasoning is invisible	read a building plan as an argument for how people should move	architectural criticism	[pass] buildings taught as styles	[pass] plans and structures read as arguments and causal chains	M	M	[pass] scope	[pass] design-reasoning items	[computed] Argument mapping; Whole treatises	L352 L364	KNOWN	S
L262	21	Architecture donor	Load paths as causal chains	[pass] design reasoning is invisible	trace loads through a structure as a causal chain	structural engineering	[pass] buildings taught as styles	[pass] plans and structures read as arguments and causal chains	M	M	[pass] scope	[pass] design-reasoning items	[computed] Question lineage cards; Hearsay filter	O5304 O6903	KNOWN	S
L263	21	Architecture donor	Collapses	[pass] design reasoning is invisible	engineering failures	failure case studies	[pass] buildings taught as styles	[pass] plans and structures read as arguments and causal chains	M	M	[pass] scope	[pass] design-reasoning items	[computed] Dark-matter atoms; Capability as the unit	O4609 L001	KNOWN	S
L264	21	Architecture donor	Room → city scale	[pass] design reasoning is invisible	the same principle from a room to a city	Powers of Ten (Eames)	[pass] buildings taught as styles	[pass] plans and structures read as arguments and causal chains	M	M	[pass] scope	[pass] design-reasoning items	[computed] Time-scale switching; Scale switch	L382 O5504	KNOWN	S
